CONVEYOR_NAME|ID|LABEL|BODY
CountingConveyorService|counter1004|c2|1
CountingConveyorService|counter1004|c2|1
CountingConveyorService|counter1004|c3_EXPECTED|6
CountingConveyorService|counter1004|c3|1
CountingConveyorService|counter1004|c3|1
CountingConveyorService|counter1004|c3|1
CountingConveyorService|counter1004|c3|1
CountingConveyorService|counter1004|c3|1
CountingConveyorService|counter1004|c3|1
CountingConveyorService|counter1005|_NAMES_|["c1"]
CountingConveyorService|counter1005|c1_EXPECTED|5
CountingConveyorService|counter1005|c1|1
CountingConveyorService|counter1005|c1|1
CountingConveyorService|counter1005|c1|1
CountingConveyorService|counter1005|c1|1
CountingConveyorService|counter1005|c1|1
CountingConveyorService|counter1006|_NAMES_|["c1","c2"]
CountingConveyorService|counter1006|c1_EXPECTED|7
CountingConveyorService|counter1006|c1|1
CountingConveyorService|counter1006|c1|1
CountingConveyorService|counter1006|c1|1
CountingConveyorService|counter1006|c1|1
CountingConveyorService|counter1006|c1|1
CountingConveyorService|counter1006|c1|1
CountingConveyorService|counter1006|c1|1
CountingConveyorService|counter1006|c2_EXPECTED|4
CountingConveyorService|counter1006|c2|1
CountingConveyorService|counter1006|c2|1
CountingConveyorService|counter1006|c2|1
CountingConveyorService|counter1006|c2|1
CountingConveyorService|counter1007|_NAMES_|["c1"]
CountingConveyorService|counter1007|c1_EXPECTED|1
CountingConveyorService|counter1007|c1|1
CountingConveyorService|counter1008|_NAMES_|["c1","c2","c3"]
CountingConveyorService|counter1008|c1_EXPECTED|5
CountingConveyorService|counter1008|c1|1
CountingConveyorService|counter1008|c1|1
CountingConveyorService|counter1008|c1|1
CountingConveyorService|counter1008|c1|1
CountingConveyorService|counter1008|c1|1
CountingConveyorService|counter1008|c2_EXPECTED|4
CountingConveyorService|counter1008|c2|1
CountingConveyorService|counter1008|c2|1
CountingConveyorService|counter1008|c2|1
CountingConveyorService|counter1008|c2|1
CountingConveyorService|counter1008|c3_EXPECTED|5
CountingConveyorService|counter1008|c3|1
CountingConveyorService|counter1008|c3|1
CountingConveyorService|counter1008|c3|1
CountingConveyorService|counter1008|c3|1
CountingConveyorService|counter1008|c3|1
CountingConveyorService|counter1009|_NAMES_|["c1","c2","c3"]
CountingConveyorService|counter1009|c1_EXPECTED|6
CountingConveyorService|counter1009|c1|1
CountingConveyorService|counter1009|c1|1
CountingConveyorService|counter1009|c1|1
CountingConveyorService|counter1009|c1|1
CountingConveyorService|counter1009|c1|1
CountingConveyorService|counter1009|c1|1
CountingConveyorService|counter1009|c2_EXPECTED|2
CountingConveyorService|counter1009|c2|1
CountingConveyorService|counter1009|c2|1
CountingConveyorService|counter1009|c3_EXPECTED|3
CountingConveyorService|counter1009|c3|1
CountingConveyorService|counter1009|c3|1
CountingConveyorService|counter1009|c3|1
CountingConveyorService|counter1010|_NAMES_|["c1","c2","c3"]
CountingConveyorService|counter1010|c1_EXPECTED|7
CountingConveyorService|counter1010|c1|1
CountingConveyorService|counter1010|c1|1
CountingConveyorService|counter1010|c1|1
CountingConveyorService|counter1010|c1|1
CountingConveyorService|counter1010|c1|1
CountingConveyorService|counter1010|c1|1
CountingConveyorService|counter1010|c1|1
CountingConveyorService|counter1010|c2_EXPECTED|3
CountingConveyorService|counter1010|c2|1
CountingConveyorService|counter1010|c2|1
CountingConveyorService|counter1010|c2|1
CountingConveyorService|counter1010|c3_EXPECTED|5
CountingConveyorService|counter1010|c3|1
CountingConveyorService|counter1010|c3|1
CountingConveyorService|counter1010|c3|1
CountingConveyorService|counter1010|c3|1
CountingConveyorService|counter1010|c3|1
CountingConveyorService|counter1011|_NAMES_|["c1"]
CountingConveyorService|counter1011|c1_EXPECTED|4
CountingConveyorService|counter1011|c1|1
CountingConveyorService|counter1011|c1|1
CountingConveyorService|counter1011|c1|1
CountingConveyorService|counter1011|c1|1
CountingConveyorService|counter1012|_NAMES_|["c1","c2"]
CountingConveyorService|counter1012|c1_EXPECTED|1
CountingConveyorService|counter1012|c1|1
CountingConveyorService|counter1012|c2_EXPECTED|1
CountingConveyorService|counter1012|c2|1
CountingConveyorService|counter1013|_NAMES_|["c1","c2","c3","c4","c5"]
CountingConveyorService|counter1013|c1_EXPECTED|1
CountingConveyorService|counter1013|c1|1
CountingConveyorService|counter1013|c2_EXPECTED|10
CountingConveyorService|counter1013|c2|1
CountingConveyorService|counter1013|c2|1
CountingConveyorService|counter1013|c2|1
CountingConveyorService|counter1013|c2|1
CountingConveyorService|counter1013|c2|1
CountingConveyorService|counter1013|c2|1
CountingConveyorService|counter1013|c2|1
CountingConveyorService|counter1013|c2|1
CountingConveyorService|counter1013|c2|1
CountingConveyorService|counter1013|c2|1
CountingConveyorService|counter1013|c3_EXPECTED|8
CountingConveyorService|counter1013|c3|1
CountingConveyorService|counter1013|c3|1
CountingConveyorService|counter1013|c3|1
CountingConveyorService|counter1013|c3|1
CountingConveyorService|counter1013|c3|1
CountingConveyorService|counter1013|c3|1
CountingConveyorService|counter1013|c3|1
CountingConveyorService|counter1013|c3|1
CountingConveyorService|counter1013|c4_EXPECTED|4
CountingConveyorService|counter1013|c4|1
CountingConveyorService|counter1013|c4|1
CountingConveyorService|counter1013|c4|1
CountingConveyorService|counter1013|c4|1
CountingConveyorService|counter1013|c5_EXPECTED|10
CountingConveyorService|counter1013|c5|1
CountingConveyorService|counter1013|c5|1
CountingConveyorService|counter1013|c5|1
CountingConveyorService|counter1013|c5|1
CountingConveyorService|counter1013|c5|1
CountingConveyorService|counter1013|c5|1
CountingConveyorService|counter1013|c5|1
CountingConveyorService|counter1013|c5|1
CountingConveyorService|counter1013|c5|1
CountingConveyorService|counter1013|c5|1
CountingConveyorService|counter1014|_NAMES_|["c1","c2","c3"]
CountingConveyorService|counter1014|c1_EXPECTED|8
CountingConveyorService|counter1014|c1|1
CountingConveyorService|counter1014|c1|1
CountingConveyorService|counter1014|c1|1
CountingConveyorService|counter1014|c1|1
CountingConveyorService|counter1014|c1|1
CountingConveyorService|counter1014|c1|1
CountingConveyorService|counter1014|c1|1
CountingConveyorService|counter1014|c1|1
CountingConveyorService|counter1014|c2_EXPECTED|1
CountingConveyorService|counter1014|c2|1
CountingConveyorService|counter1014|c3_EXPECTED|6
CountingConveyorService|counter1014|c3|1
CountingConveyorService|counter1014|c3|1
CountingConveyorService|counter1014|c3|1
CountingConveyorService|counter1014|c3|1
CountingConveyorService|counter1014|c3|1
CountingConveyorService|counter1014|c3|1
CountingConveyorService|counter1015|_NAMES_|["c1","c2","c3","c4"]
CountingConveyorService|counter1015|c1_EXPECTED|8
CountingConveyorService|counter1015|c1|1
CountingConveyorService|counter1015|c1|1
CountingConveyorService|counter1015|c1|1
CountingConveyorService|counter1015|c1|1
CountingConveyorService|counter1015|c1|1
CountingConveyorService|counter1015|c1|1
CountingConveyorService|counter1015|c1|1
CountingConveyorService|counter1015|c1|1
CountingConveyorService|counter1015|c2_EXPECTED|9
CountingConveyorService|counter1015|c2|1
CountingConveyorService|counter1015|c2|1
CountingConveyorService|counter1015|c2|1
CountingConveyorService|counter1015|c2|1
CountingConveyorService|counter1015|c2|1
CountingConveyorService|counter1015|c2|1
CountingConveyorService|counter1015|c2|1
CountingConveyorService|counter1015|c2|1
CountingConveyorService|counter1015|c2|1
CountingConveyorService|counter1015|c3_EXPECTED|9
CountingConveyorService|counter1015|c3|1
CountingConveyorService|counter1015|c3|1
CountingConveyorService|counter1015|c3|1
CountingConveyorService|counter1015|c3|1
CountingConveyorService|counter1015|c3|1
CountingConveyorService|counter1015|c3|1
CountingConveyorService|counter1015|c3|1
CountingConveyorService|counter1015|c3|1
CountingConveyorService|counter1015|c3|1
CountingConveyorService|counter1015|c4_EXPECTED|1
CountingConveyorService|counter1015|c4|1
CountingConveyorService|counter1016|_NAMES_|["c1"]
CountingConveyorService|counter1016|c1_EXPECTED|3
CountingConveyorService|counter1016|c1|1
CountingConveyorService|counter1016|c1|1
CountingConveyorService|counter1016|c1|1
CountingConveyorService|counter1017|_NAMES_|["c1","c2"]
CountingConveyorService|counter1017|c1_EXPECTED|4
CountingConveyorService|counter1017|c1|1
CountingConveyorService|counter1017|c1|1
CountingConveyorService|counter1017|c1|1
CountingConveyorService|counter1017|c1|1
CountingConveyorService|counter1017|c2_EXPECTED|9
CountingConveyorService|counter1017|c2|1
CountingConveyorService|counter1017|c2|1
CountingConveyorService|counter1017|c2|1
CountingConveyorService|counter1017|c2|1
CountingConveyorService|counter1017|c2|1
CountingConveyorService|counter1017|c2|1
CountingConveyorService|counter1017|c2|1
CountingConveyorService|counter1017|c2|1
CountingConveyorService|counter1017|c2|1
CountingConveyorService|counter1018|_NAMES_|["c1","c2","c3","c4","c5"]
CountingConveyorService|counter1018|c1_EXPECTED|2
CountingConveyorService|counter1018|c1|1
CountingConveyorService|counter1018|c1|1
CountingConveyorService|counter1018|c2_EXPECTED|10
CountingConveyorService|counter1018|c2|1
CountingConveyorService|counter1018|c2|1
CountingConveyorService|counter1018|c2|1
CountingConveyorService|counter1018|c2|1
CountingConveyorService|counter1018|c2|1
CountingConveyorService|counter1018|c2|1
CountingConveyorService|counter1018|c2|1
CountingConveyorService|counter1018|c2|1
CountingConveyorService|counter1018|c2|1
CountingConveyorService|counter1018|c2|1
CountingConveyorService|counter1018|c3_EXPECTED|2
CountingConveyorService|counter1018|c3|1
CountingConveyorService|counter1018|c3|1
CountingConveyorService|counter1018|c4_EXPECTED|5
CountingConveyorService|counter1018|c4|1
CountingConveyorService|counter1018|c4|1
CountingConveyorService|counter1018|c4|1
CountingConveyorService|counter1018|c4|1
CountingConveyorService|counter1018|c4|1
CountingConveyorService|counter1018|c5_EXPECTED|8
CountingConveyorService|counter1018|c5|1
CountingConveyorService|counter1018|c5|1
CountingConveyorService|counter1018|c5|1
CountingConveyorService|counter1018|c5|1
CountingConveyorService|counter1018|c5|1
CountingConveyorService|counter1018|c5|1
CountingConveyorService|counter1018|c5|1
CountingConveyorService|counter1018|c5|1
CountingConveyorService|counter1019|_NAMES_|["c1","c2"]
CountingConveyorService|counter1019|c1_EXPECTED|1
CountingConveyorService|counter1019|c1|1
CountingConveyorService|counter1019|c2_EXPECTED|5
CountingConveyorService|counter1019|c2|1
CountingConveyorService|counter1019|c2|1
CountingConveyorService|counter1019|c2|1
CountingConveyorService|counter1019|c2|1
CountingConveyorService|counter1019|c2|1
CountingConveyorService|counter1020|_NAMES_|["c1","c2"]
CountingConveyorService|counter1020|c1_EXPECTED|8
CountingConveyorService|counter1020|c1|1
CountingConveyorService|counter1020|c1|1
CountingConveyorService|counter1020|c1|1
CountingConveyorService|counter1020|c1|1
CountingConveyorService|counter1020|c1|1
CountingConveyorService|counter1020|c1|1
CountingConveyorService|counter1020|c1|1
CountingConveyorService|counter1020|c1|1
CountingConveyorService|counter1020|c2_EXPECTED|7
CountingConveyorService|counter1020|c2|1
CountingConveyorService|counter1020|c2|1
CountingConveyorService|counter1020|c2|1
CountingConveyorService|counter1020|c2|1
CountingConveyorService|counter1020|c2|1
CountingConveyorService|counter1020|c2|1
CountingConveyorService|counter1020|c2|1
CountingConveyorService|counter1021|_NAMES_|["c1"]
CountingConveyorService|counter1021|c1_EXPECTED|9
CountingConveyorService|counter1021|c1|1
CountingConveyorService|counter1021|c1|1
CountingConveyorService|counter1021|c1|1
CountingConveyorService|counter1021|c1|1
CountingConveyorService|counter1021|c1|1
CountingConveyorService|counter1021|c1|1
CountingConveyorService|counter1021|c1|1
CountingConveyorService|counter1021|c1|1
CountingConveyorService|counter1021|c1|1
CountingConveyorService|counter1022|_NAMES_|["c1","c2","c3","c4"]
CountingConveyorService|counter1022|c1_EXPECTED|4
CountingConveyorService|counter1022|c1|1
CountingConveyorService|counter1022|c1|1
CountingConveyorService|counter1022|c1|1
CountingConveyorService|counter1022|c1|1
CountingConveyorService|counter1022|c2_EXPECTED|10
CountingConveyorService|counter1022|c2|1
CountingConveyorService|counter1022|c2|1
CountingConveyorService|counter1022|c2|1
CountingConveyorService|counter1022|c2|1
CountingConveyorService|counter1022|c2|1
CountingConveyorService|counter1022|c2|1
CountingConveyorService|counter1022|c2|1
CountingConveyorService|counter1022|c2|1
CountingConveyorService|counter1022|c2|1
CountingConveyorService|counter1022|c2|1
CountingConveyorService|counter1022|c3_EXPECTED|8
CountingConveyorService|counter1022|c3|1
CountingConveyorService|counter1022|c3|1
CountingConveyorService|counter1022|c3|1
CountingConveyorService|counter1022|c3|1
CountingConveyorService|counter1022|c3|1
CountingConveyorService|counter1022|c3|1
CountingConveyorService|counter1022|c3|1
CountingConveyorService|counter1022|c3|1
CountingConveyorService|counter1022|c4_EXPECTED|7
CountingConveyorService|counter1022|c4|1
CountingConveyorService|counter1022|c4|1
CountingConveyorService|counter1022|c4|1
CountingConveyorService|counter1022|c4|1
CountingConveyorService|counter1022|c4|1
CountingConveyorService|counter1022|c4|1
CountingConveyorService|counter1022|c4|1
CountingConveyorService|counter1023|_NAMES_|["c1"]
CountingConveyorService|counter1023|c1_EXPECTED|9
CountingConveyorService|counter1023|c1|1
CountingConveyorService|counter1023|c1|1
CountingConveyorService|counter1023|c1|1
CountingConveyorService|counter1023|c1|1
CountingConveyorService|counter1023|c1|1
CountingConveyorService|counter1023|c1|1
CountingConveyorService|counter1023|c1|1
CountingConveyorService|counter1023|c1|1
CountingConveyorService|counter1023|c1|1
CountingConveyorService|counter1024|_NAMES_|["c1","c2"]
CountingConveyorService|counter1024|c1_EXPECTED|4
CountingConveyorService|counter1024|c1|1
CountingConveyorService|counter1024|c1|1
CountingConveyorService|counter1024|c1|1
CountingConveyorService|counter1024|c1|1
CountingConveyorService|counter1024|c2_EXPECTED|3
CountingConveyorService|counter1024|c2|1
CountingConveyorService|counter1024|c2|1
CountingConveyorService|counter1024|c2|1
CountingConveyorService|counter1025|_NAMES_|["c1","c2","c3","c4","c5"]
CountingConveyorService|counter1025|c1_EXPECTED|9
CountingConveyorService|counter1025|c1|1
CountingConveyorService|counter1025|c1|1
CountingConveyorService|counter1025|c1|1
CountingConveyorService|counter1025|c1|1
CountingConveyorService|counter1025|c1|1
CountingConveyorService|counter1025|c1|1
CountingConveyorService|counter1025|c1|1
CountingConveyorService|counter1025|c1|1
CountingConveyorService|counter1025|c1|1
CountingConveyorService|counter1025|c2_EXPECTED|9
CountingConveyorService|counter1025|c2|1
CountingConveyorService|counter1025|c2|1
CountingConveyorService|counter1025|c2|1
CountingConveyorService|counter1025|c2|1
CountingConveyorService|counter1025|c2|1
CountingConveyorService|counter1025|c2|1
CountingConveyorService|counter1025|c2|1
CountingConveyorService|counter1025|c2|1
CountingConveyorService|counter1025|c2|1
CountingConveyorService|counter1025|c3_EXPECTED|7
CountingConveyorService|counter1025|c3|1
CountingConveyorService|counter1025|c3|1
CountingConveyorService|counter1025|c3|1
CountingConveyorService|counter1025|c3|1
CountingConveyorService|counter1025|c3|1
CountingConveyorService|counter1025|c3|1
CountingConveyorService|counter1025|c3|1
CountingConveyorService|counter1025|c4_EXPECTED|2
CountingConveyorService|counter1025|c4|1
CountingConveyorService|counter1025|c4|1
CountingConveyorService|counter1025|c5_EXPECTED|10
CountingConveyorService|counter1025|c5|1
CountingConveyorService|counter1025|c5|1
CountingConveyorService|counter1025|c5|1
CountingConveyorService|counter1025|c5|1
CountingConveyorService|counter1025|c5|1
CountingConveyorService|counter1025|c5|1
CountingConveyorService|counter1025|c5|1
CountingConveyorService|counter1025|c5|1
CountingConveyorService|counter1025|c5|1
CountingConveyorService|counter1025|c5|1
CountingConveyorService|counter1026|_NAMES_|["c1","c2","c3","c4","c5"]
CountingConveyorService|counter1026|c1_EXPECTED|2
CountingConveyorService|counter1026|c1|1
CountingConveyorService|counter1026|c1|1
CountingConveyorService|counter1026|c2_EXPECTED|2
CountingConveyorService|counter1026|c2|1
CountingConveyorService|counter1026|c2|1
CountingConveyorService|counter1026|c3_EXPECTED|9
CountingConveyorService|counter1026|c3|1
CountingConveyorService|counter1026|c3|1
CountingConveyorService|counter1026|c3|1
CountingConveyorService|counter1026|c3|1
CountingConveyorService|counter1026|c3|1
CountingConveyorService|counter1026|c3|1
CountingConveyorService|counter1026|c3|1
CountingConveyorService|counter1026|c3|1
CountingConveyorService|counter1026|c3|1
CountingConveyorService|counter1026|c4_EXPECTED|2
CountingConveyorService|counter1026|c4|1
CountingConveyorService|counter1026|c4|1
CountingConveyorService|counter1026|c5_EXPECTED|8
CountingConveyorService|counter1026|c5|1
CountingConveyorService|counter1026|c5|1
CountingConveyorService|counter1026|c5|1
CountingConveyorService|counter1026|c5|1
CountingConveyorService|counter1026|c5|1
CountingConveyorService|counter1026|c5|1
CountingConveyorService|counter1026|c5|1
CountingConveyorService|counter1026|c5|1
CountingConveyorService|counter1027|_NAMES_|["c1"]
CountingConveyorService|counter1027|c1_EXPECTED|5
CountingConveyorService|counter1027|c1|1
CountingConveyorService|counter1027|c1|1
CountingConveyorService|counter1027|c1|1
CountingConveyorService|counter1027|c1|1
CountingConveyorService|counter1027|c1|1
CountingConveyorService|counter1028|_NAMES_|["c1"]
CountingConveyorService|counter1028|c1_EXPECTED|5
CountingConveyorService|counter1028|c1|1
CountingConveyorService|counter1028|c1|1
CountingConveyorService|counter1028|c1|1
CountingConveyorService|counter1028|c1|1
CountingConveyorService|counter1028|c1|1
CountingConveyorService|counter1029|_NAMES_|["c1","c2","c3","c4"]
CountingConveyorService|counter1029|c1_EXPECTED|2
CountingConveyorService|counter1029|c1|1
CountingConveyorService|counter1029|c1|1
CountingConveyorService|counter1029|c2_EXPECTED|6
CountingConveyorService|counter1029|c2|1
CountingConveyorService|counter1029|c2|1
CountingConveyorService|counter1029|c2|1
CountingConveyorService|counter1029|c2|1
CountingConveyorService|counter1029|c2|1
CountingConveyorService|counter1029|c2|1
CountingConveyorService|counter1029|c3_EXPECTED|10
CountingConveyorService|counter1029|c3|1
CountingConveyorService|counter1029|c3|1
CountingConveyorService|counter1029|c3|1
CountingConveyorService|counter1029|c3|1
CountingConveyorService|counter1029|c3|1
CountingConveyorService|counter1029|c3|1
CountingConveyorService|counter1029|c3|1
CountingConveyorService|counter1029|c3|1
CountingConveyorService|counter1029|c3|1
CountingConveyorService|counter1029|c3|1
CountingConveyorService|counter1029|c4_EXPECTED|2
CountingConveyorService|counter1029|c4|1
CountingConveyorService|counter1029|c4|1
CountingConveyorService|counter1030|_NAMES_|["c1","c2","c3","c4","c5"]
CountingConveyorService|counter1030|c1_EXPECTED|9
CountingConveyorService|counter1030|c1|1
CountingConveyorService|counter1030|c1|1
CountingConveyorService|counter1030|c1|1
CountingConveyorService|counter1030|c1|1
CountingConveyorService|counter1030|c1|1
CountingConveyorService|counter1030|c1|1
CountingConveyorService|counter1030|c1|1
CountingConveyorService|counter1030|c1|1
CountingConveyorService|counter1030|c1|1
CountingConveyorService|counter1030|c2_EXPECTED|1
CountingConveyorService|counter1030|c2|1
CountingConveyorService|counter1030|c3_EXPECTED|3
CountingConveyorService|counter1030|c3|1
CountingConveyorService|counter1030|c3|1
CountingConveyorService|counter1030|c3|1
CountingConveyorService|counter1030|c4_EXPECTED|6
CountingConveyorService|counter1030|c4|1
CountingConveyorService|counter1030|c4|1
CountingConveyorService|counter1030|c4|1
CountingConveyorService|counter1030|c4|1
CountingConveyorService|counter1030|c4|1
CountingConveyorService|counter1030|c4|1
CountingConveyorService|counter1030|c5_EXPECTED|10
CountingConveyorService|counter1030|c5|1
CountingConveyorService|counter1030|c5|1
CountingConveyorService|counter1030|c5|1
CountingConveyorService|counter1030|c5|1
CountingConveyorService|counter1030|c5|1
CountingConveyorService|counter1030|c5|1
CountingConveyorService|counter1030|c5|1
CountingConveyorService|counter1030|c5|1
CountingConveyorService|counter1030|c5|1
CountingConveyorService|counter1030|c5|1
CountingConveyorService|counter1031|_NAMES_|["c1","c2"]
CountingConveyorService|counter1031|c1_EXPECTED|4
CountingConveyorService|counter1031|c1|1
CountingConveyorService|counter1031|c1|1
CountingConveyorService|counter1031|c1|1
CountingConveyorService|counter1031|c1|1
CountingConveyorService|counter1031|c2_EXPECTED|2
CountingConveyorService|counter1031|c2|1
CountingConveyorService|counter1031|c2|1
CountingConveyorService|counter1032|_NAMES_|["c1","c2"]
CountingConveyorService|counter1032|c1_EXPECTED|3
CountingConveyorService|counter1032|c1|1
CountingConveyorService|counter1032|c1|1
CountingConveyorService|counter1032|c1|1
CountingConveyorService|counter1032|c2_EXPECTED|4
CountingConveyorService|counter1032|c2|1
CountingConveyorService|counter1032|c2|1
CountingConveyorService|counter1032|c2|1
CountingConveyorService|counter1032|c2|1
CountingConveyorService|counter1033|_NAMES_|["c1"]
CountingConveyorService|counter1033|c1_EXPECTED|10
CountingConveyorService|counter1033|c1|1
CountingConveyorService|counter1033|c1|1
CountingConveyorService|counter1033|c1|1
CountingConveyorService|counter1033|c1|1
CountingConveyorService|counter1033|c1|1
CountingConveyorService|counter1033|c1|1
CountingConveyorService|counter1033|c1|1
CountingConveyorService|counter1033|c1|1
CountingConveyorService|counter1033|c1|1
CountingConveyorService|counter1033|c1|1
CountingConveyorService|counter1034|_NAMES_|["c1","c2","c3","c4"]
CountingConveyorService|counter1034|c1_EXPECTED|2
CountingConveyorService|counter1034|c1|1
CountingConveyorService|counter1034|c1|1
CountingConveyorService|counter1034|c2_EXPECTED|10
CountingConveyorService|counter1034|c2|1
CountingConveyorService|counter1034|c2|1
CountingConveyorService|counter1034|c2|1
CountingConveyorService|counter1034|c2|1
CountingConveyorService|counter1034|c2|1
CountingConveyorService|counter1034|c2|1
CountingConveyorService|counter1034|c2|1
CountingConveyorService|counter1034|c2|1
CountingConveyorService|counter1034|c2|1
CountingConveyorService|counter1034|c2|1
CountingConveyorService|counter1034|c3_EXPECTED|10
CountingConveyorService|counter1034|c3|1
CountingConveyorService|counter1034|c3|1
CountingConveyorService|counter1034|c3|1
CountingConveyorService|counter1034|c3|1
CountingConveyorService|counter1034|c3|1
CountingConveyorService|counter1034|c3|1
CountingConveyorService|counter1034|c3|1
CountingConveyorService|counter1034|c3|1
CountingConveyorService|counter1034|c3|1
CountingConveyorService|counter1034|c3|1
CountingConveyorService|counter1034|c4_EXPECTED|8
CountingConveyorService|counter1034|c4|1
CountingConveyorService|counter1034|c4|1
CountingConveyorService|counter1034|c4|1
CountingConveyorService|counter1034|c4|1
CountingConveyorService|counter1034|c4|1
CountingConveyorService|counter1034|c4|1
CountingConveyorService|counter1034|c4|1
CountingConveyorService|counter1034|c4|1
CountingConveyorService|counter1035|_NAMES_|["c1","c2","c3"]
CountingConveyorService|counter1035|c1_EXPECTED|5
CountingConveyorService|counter1035|c1|1
CountingConveyorService|counter1035|c1|1
CountingConveyorService|counter1035|c1|1
CountingConveyorService|counter1035|c1|1
CountingConveyorService|counter1035|c1|1
CountingConveyorService|counter1035|c2_EXPECTED|6
CountingConveyorService|counter1035|c2|1
CountingConveyorService|counter1035|c2|1
CountingConveyorService|counter1035|c2|1
CountingConveyorService|counter1035|c2|1
CountingConveyorService|counter1035|c2|1
CountingConveyorService|counter1035|c2|1
CountingConveyorService|counter1035|c3_EXPECTED|4
CountingConveyorService|counter1035|c3|1
CountingConveyorService|counter1035|c3|1
CountingConveyorService|counter1035|c3|1
CountingConveyorService|counter1035|c3|1
CountingConveyorService|counter1036|_NAMES_|["c1","c2","c3"]
CountingConveyorService|counter1036|c1_EXPECTED|2
CountingConveyorService|counter1036|c1|1
CountingConveyorService|counter1036|c1|1
CountingConveyorService|counter1036|c2_EXPECTED|4
CountingConveyorService|counter1036|c2|1
CountingConveyorService|counter1036|c2|1
CountingConveyorService|counter1036|c2|1
CountingConveyorService|counter1036|c2|1
CountingConveyorService|counter1036|c3_EXPECTED|8
CountingConveyorService|counter1036|c3|1
CountingConveyorService|counter1036|c3|1
CountingConveyorService|counter1036|c3|1
CountingConveyorService|counter1036|c3|1
CountingConveyorService|counter1036|c3|1
CountingConveyorService|counter1036|c3|1
CountingConveyorService|counter1036|c3|1
CountingConveyorService|counter1036|c3|1
CountingConveyorService|counter1037|_NAMES_|["c1","c2"]
CountingConveyorService|counter1037|c1_EXPECTED|9
CountingConveyorService|counter1037|c1|1
CountingConveyorService|counter1037|c1|1
CountingConveyorService|counter1037|c1|1
CountingConveyorService|counter1037|c1|1
CountingConveyorService|counter1037|c1|1
CountingConveyorService|counter1037|c1|1
CountingConveyorService|counter1037|c1|1
CountingConveyorService|counter1037|c1|1
CountingConveyorService|counter1037|c1|1
CountingConveyorService|counter1037|c2_EXPECTED|1
CountingConveyorService|counter1037|c2|1
CountingConveyorService|counter1038|_NAMES_|["c1","c2","c3"]
CountingConveyorService|counter1038|c1_EXPECTED|3
CountingConveyorService|counter1038|c1|1
CountingConveyorService|counter1038|c1|1
CountingConveyorService|counter1038|c1|1
CountingConveyorService|counter1038|c2_EXPECTED|4
CountingConveyorService|counter1038|c2|1
CountingConveyorService|counter1038|c2|1
CountingConveyorService|counter1038|c2|1
CountingConveyorService|counter1038|c2|1
CountingConveyorService|counter1038|c3_EXPECTED|2
CountingConveyorService|counter1038|c3|1
CountingConveyorService|counter1038|c3|1
CountingConveyorService|counter1039|_NAMES_|["c1"]
CountingConveyorService|counter1039|c1_EXPECTED|4
CountingConveyorService|counter1039|c1|1
CountingConveyorService|counter1039|c1|1
CountingConveyorService|counter1039|c1|1
CountingConveyorService|counter1039|c1|1
CountingConveyorService|counter1040|_NAMES_|["c1","c2"]
CountingConveyorService|counter1040|c1_EXPECTED|6
CountingConveyorService|counter1040|c1|1
CountingConveyorService|counter1040|c1|1
CountingConveyorService|counter1040|c1|1
CountingConveyorService|counter1040|c1|1
CountingConveyorService|counter1040|c1|1
CountingConveyorService|counter1040|c1|1
CountingConveyorService|counter1040|c2_EXPECTED|2
CountingConveyorService|counter1040|c2|1
